user_id,item_id,Rating
3746,KDGKNT280,1
3746,KDGPT2100,1
3746,KDGSH1150,1
3746,KDGSH1400,1
3746,KDGSK1150,1
3746,KDGTSH280,1
3746,MLEBLT100,1
3746,MLEBLT150,1
3746,MLEJNS100,1
3746,MLEJNS400,1
3746,MLEJNS499,1
3746,MLEJNS500,1
3746,MLEJNS600,2
3746,MLEJNS700,1
3746,MLEJNS740,2
3746,MLEJNS800,1
3746,MLEKNT320,1
3746,MLEOW2200,1
3746,MLEPOL440,1
3746,MLESH2358,1
3746,MLESHT150,2
3746,MLESHT300,1
3746,MLESR1200,1
3746,MLETSH100,2
3746,MLETSH280,1
3746,NONMSC100,1
3746,NWGKNT160,1
3746,NWGSH1208,1
5857,BBGSH1300,1
5857,FEMBAG1799,1
5857,FEMDR1592,1
5857,FEMDR2589,1
5857,FEMDR2700,1
5857,FEMDRS100,3
5857,FEMDRS200,4
5857,FEMJNS400,1
5857,FEMJNS500,2
5857,FEMJNS600,1
5857,FEMKNT100,2
5857,FEMKNT400,1
5857,FEMKNT580,2
5857,FEMSH2200,1
5857,FEMSH2400,1
5857,FEMSH2600,1
5857,FEMSHT100,5
5857,FEMSR2300,1
5857,FEMSR2400,3
5857,FEMSR2640,1
5857,FEMSR2660,1
5857,FEMTSH200,4
5857,FEMTSH400,1
5857,KDBJNS500,1
5857,KDGJNS500,1
5857,KDGSH1340,1
5857,MLEBLT400,1
5857,MLEJNS800,1
5857,MLEPNT200,1
5857,MLESHT100,1
6041,MLEJNS900,1
6149,MLEJNS700,1
6149,MLEJNS740,2
6149,MLEJNS900,1
6149,MLEJNS940,1
6149,MLESR2640,1
7025,BBGCAP50,1
7025,BBGJNS320,1
7025,FEMBAG1199,1
7025,FEMBLT100,1
7025,FEMJEW100,1
7025,FEMJKT75,4
7025,FEMJKT100,1
7025,FEMJNS150,1
7025,FEMKNT100,5
7025,FEMKNT150,4
7025,FEMSHO150,1
7025,FEMSHO200,1
7025,FEMSHS150,1
7025,FEMSHS300,1
7025,FEMSHS499,1
7025,FEMSHT100,2
7025,FEMSHT150,3
7025,FEMSKT150,1
7025,FEMSKT200,1
7025,FEMSR2150,2
7025,FEMTSH100,2
7025,FEMTSH460,1
7025,FEMWCH3116,1
7025,KDBJNS120,1
7025,KDGBL350,3
7025,KDGJNS120,1
7025,KDGKNT144,1
7025,MLEBLT100,2
7025,MLEBLT624,1
7025,MLEEYE150,1
7025,MLEPOL384,1
7025,MLETSH280,1
7025,MLEWLT399,1
7025,NWBJNS184,1
7071,FEMDRS200,1
7071,FEMJKT416,1
7071,FEMJN1200,1
7071,FEMJNS300,1
7071,FEMJNS500,2
7071,FEMKNT100,1
7071,FEMKNT200,1
7071,FEMKNT300,1
7071,FEMSR2200,1
7071,FEMTSH200,1
7992,FEMKNT200,1
9239,BBGJNS300,1
9239,FEMDRS300,1
9239,FEMJKT200,1
9239,FEMJNS600,1
9239,FEMKNT100,4
9239,FEMOW3400,1
9239,FEMSKT100,2
9239,FEMTSH100,5
9239,FEMTSH380,5
9239,KDBJNS100,1
9239,KDBJNS400,2
9239,KDGKNT340,1
9239,KDGKNT360,1
9239,MLEBLT699,1
9239,MLEJNS600,1
9239,MLEJNS800,1
9239,NONMSC100,5
9318,BBBJN1150,1
9318,FEMDRS300,1
9318,FEMJNS100,3
9318,FEMJNS150,2
9318,FEMJNS200,5
9318,FEMJNS300,5
9318,FEMJNS450,1
9318,FEMKNT100,2
9318,FEMKNT200,1
9318,FEMKNT300,1
9318,FEMOW1240,1
9318,FEMPOL100,1
9318,FEMSHS150,1
9318,FEMSHS300,1
9318,FEMSHT100,5
9318,FEMSHT150,2
9318,FEMSKT100,2
9318,FEMSR2100,2
9318,FEMSR2150,5
9318,FEMSR2250,1
9318,FEMSR2300,1
9318,FEMTSH100,1
9318,FEMTSH300,1
9318,FEMTSH380,2
9318,KDBJNS120,1
9318,KDGDR1460,1
9318,KDGDR2216,1
9318,KDGJNS150,1
9318,MLEJNS200,3
9318,MLEJNS400,1
9318,MLEJNS500,3
9318,MLEJNS600,2
9318,MLEJNS780,1
9318,MLEJNS800,1
9318,MLESCK50,2
9318,NONMSC100,4
9318,NWBJN1150,5
9318,NWGJN1150,1
10341,FEMSHT200,1
10341,FEMSK2300,1
10341,FEMSKT100,1
10341,FEMTSH100,5
10341,FEMTSH150,1
10341,FEMTSH380,1
10341,FEMWLT400,1
10341,FEMWLT499,1
10341,MLEJNS700,1
10341,MLESR23698,1
10341,MLETSH100,1
10341,MLETSH399,1
10341,MLETSH495,1
10341,MLETSH649,2
10341,MLETSH1298,1
10341,NONMSC100,1
10341,NWGJN1120,1
109,FEMKNT100,1
109,FEMSHT150,1
109,FEMTSH280,1
109,MLESHT100,1
12639,MLEJNS600,1
12692,BBBCAP50,1
12692,BBBOW21395,1
12692,BBBPOL150,1
12692,BBBSR1320,1
12692,BBBSR2240,1
12692,BBBSR2272,1
12692,BBBSR2300,2
12692,BBBTS175,2
12692,BBBTS1150,1
12692,BBBTSH158,1
12692,BBBTSH160,1
12692,BBGDRS75,1
12692,BBGSH1340,2
12692,BBGSK1166,1
12692,BBGSK1300,1
12692,BBGTSH198,1
12692,FEMBAG600,2
12692,FEMBAG799,2
12692,FEMBAG1099,4
12692,FEMBAG1199,2
12692,FEMBAG1359,1
12692,FEMBAG1499,1
12692,FEMBAG1799,1
12692,FEMBAG1999,1
12692,FEMBAG2040,1
12692,FEMDR2300,1
12692,FEMDR2700,1
12692,FEMDRS300,5
12692,FEMDRS500,1
12692,FEMJKT100,2
12692,FEMJKT150,1
12692,FEMJKT300,2
12692,FEMJKT416,1
12692,FEMJNS150,5
12692,FEMJNS200,5
12692,FEMJNS300,2
12692,FEMJNS389,1
12692,FEMJNS400,3
12692,FEMJNS560,1
12692,FEMJNS660,2
12692,FEMJNS680,1
12692,FEMJNS760,1
12692,FEMKNT150,1
12692,FEMKNT184,1
12692,FEMKNT200,2
12692,FEMKNT300,2
12692,FEMKNT358,1
12692,FEMKNT399,1
12692,FEMKNT416,1
12692,FEMKNT500,1
12692,FEMSH1200,1
12692,FEMSH1250,1
12692,FEMSH1480,1
12692,FEMSH1500,1
12692,FEMSHO100,1
12692,FEMSHO150,2
12692,FEMSHO200,1
12692,FEMSHS300,1
12692,FEMSHT100,2
12692,FEMSHT150,2
12692,FEMSHT200,3
12692,FEMSHT300,3
12692,FEMSHT400,1
12692,FEMSKT100,2
12692,FEMSKT150,2
12692,FEMSKT200,1
12692,FEMSKT300,1
12692,FEMSR2100,2
12692,FEMSR2150,3
12692,FEMSR2200,2
12692,FEMSR2300,4
12692,FEMSR2307,1
12692,FEMSR2660,1
12692,FEMTSH50,1
12692,FEMTSH100,5
12692,FEMTSH120,2
12692,FEMTSH140,2
12692,FEMTSH150,5
12692,FEMTSH158,1
12692,FEMTSH192,5
12692,FEMTSH198,1
12692,FEMTSH224,2
12692,FEMTSH240,2
12692,FEMTSH280,4
12692,FEMTSH300,3
12692,FEMTSH320,1
12692,FEMTSH380,3
12692,FEMVST100,3
12692,FEMVST640,1
12692,FEMWLT306,1
12692,FEMWLT383,1
12692,FEMWLT399,1
12692,FEMWLT479,2
12692,FEMWLT599,1
12692,FEMWLT699,1
12692,KDBJNS320,1
12692,KDBKNT400,1
12692,KDBOW1512,1
12692,KDBTS1100,1
12692,KDBTSH220,1
12692,KDGBL350,1
12692,KDGBL6100,1
12692,KDGJN1120,1
12692,KDGJNS150,2
12692,MLEBLT150,1
12692,MLEJNS150,1
12692,MLEJNS780,1
12692,MLEJNS800,1
12692,MLEJNS860,1
12692,MLEKNT460,1
12692,MLEKNT540,3
12692,MLEPOL352,1
12692,MLESHT100,2
12692,MLESHT150,1
12692,MLESHT200,2
12692,MLESR2300,1
12692,MLESR2480,1
12692,MLESR22898,1
12692,MLETSH100,3
12692,MLETSH1298,1
12692,NONMSC100,1
12692,NWBJN1150,1
12692,NWBJN1360,1
12692,NWBSET340,1
12692,NWBSET440,1
12692,NWGDR1260,1
12692,NWGDR2260,1
12692,NWGDRS204,1
12692,NWGSET320,1
12692,NWGSET380,1
12692,NWGSH150,1
12692,NWGSH1399,2
12692,NWGTSH138,1
102711,FEMBAG1199,1
102711,FEMBAG1799,1
102711,FEMJNS100,3
102711,FEMJNS660,1
102711,FEMTSH75,2
102711,MLEJNS328,1
102711,MLEJNS740,1
102739,MLESHT100,1
102739,MLESR1400,1
102739,MLESR1700,1
102739,MLESR2300,1
102773,BBBJN1150,1
102773,BBBJNS150,1
102773,BBBJNS288,1
102773,BBBJNS300,1
102773,BBBJNS304,1
102773,BBBJNS340,1
102773,BBBSR2340,1
102773,BBGJN1100,1
102773,BBGJN1320,1
102773,BBGKNT200,1
102773,BBGSR1340,1
102773,BBGTSH118,1
102773,FEMBAG300,1
102773,FEMBAG500,2
102773,FEMBAG999,1
102773,FEMBAG1199,1
102773,FEMDRS300,1
102773,FEMJEW100,5
102773,FEMJKT150,2
102773,FEMJKT200,1
102773,FEMJN1200,1
102773,FEMJN1300,1
102773,FEMJNS100,1
102773,FEMJNS200,2
102773,FEMJNS300,1
102773,FEMJNS304,1
102773,FEMJNS500,1
102773,FEMJNS600,3
102773,FEMKNT100,5
102773,FEMKNT150,2
102773,FEMKNT200,4
102773,FEMKNT260,1
102773,FEMKNT300,2
102773,FEMKNT464,1
102773,FEMOW2100,1
102773,FEMSHT100,5
102773,FEMSHT150,5
102773,FEMSHT250,3
102773,FEMSHT300,1
102773,FEMSKT300,1
102773,FEMSR1400,1
102773,FEMSR2100,5
102773,FEMSR2150,2
102773,FEMSR2200,3
102773,FEMSR2300,2
102773,FEMSR2400,1
102773,FEMSR2480,1
102773,FEMSR2560,1
102773,FEMTSH100,5
102773,FEMTSH150,5
102773,FEMTSH179,2
102773,FEMTSH200,2
102773,FEMTSH208,1
102773,FEMTSH224,1
102773,FEMTSH240,5
102773,FEMTSH280,1
102773,FEMTSH288,1
102773,FEMTSH300,5
102773,FEMTSH340,1
102773,FEMVST150,1
102773,FEMWLT150,3
102773,FEMWLT300,1
102773,FEMWLT399,1
102773,FEMWLT400,1
102773,FEMWLT499,1
102773,FEMWLT500,1
102773,FEMWLT599,1
102773,FEMWLT699,1
102773,FEMWLT799,1
102773,KDBJNS100,1
102773,KDBJNS120,1
102773,KDBJNS150,1
102773,KDBSR2304,1
102773,KDGJKT499,1
102773,KDGJN150,1
102773,KDGJN175,1
102773,KDGJN1100,1
102773,KDGKNT240,1
102773,KDGPT2150,1
102773,KDGTSH158,1
102773,MLEJKT200,2
102773,MLEJN1100,1
102773,MLEJNS150,1
102773,MLEJNS400,1
102773,MLEJNS600,2
102773,MLESHT100,1
102773,MLESHT150,5
102773,MLESR2150,1
102773,MLESR2200,1
102773,MLETSH100,3
102773,MLETSH150,5
102773,MLETSH200,1
102773,MLETSH240,3
102773,MLETSH280,1
102773,MLETSH340,1
102773,NWBJN1100,1
102773,NWBJN1150,3
102773,NWBJNS350,1
102773,NWGJN180,1
102773,NWGJN1100,1
102773,NWGJN1150,1
102773,NWGSK1100,1
102963,FEMBAG1099,2
102963,FEMBAG1199,1
102963,FEMJNS300,1
102963,FEMJNS500,1
102963,FEMJNS600,1
102963,FEMJNS700,1
102963,FEMPNT740,1
102963,MLEBAG999,1
102963,MLEJNS400,1
102963,MLEJNS600,1
102963,MLEJNS740,1
103071,BBGDR2300,1
103071,FEMBAG150,3
103071,FEMBAG300,2
103071,FEMBAG400,1
103071,FEMBAG500,2
103071,FEMBAG700,1
103071,FEMBAG1160,1
103071,FEMJEW75,1
103071,FEMJEW200,2
103071,FEMJKT100,1
103071,FEMJKT150,1
103071,FEMJNS100,1
103071,FEMJNS200,1
103071,FEMKNT150,1
103071,FEMOW1240,1
103071,FEMSHT100,2
103071,FEMTSH96,2
103071,FEMTSH100,5
103071,FEMTSH123,2
103071,FEMTSH208,2
103071,FEMTSH240,3
103071,FEMTSH280,2
103071,FEMTSH340,1
103071,FEMWCH2399,1
103071,FEMWLT150,4
103071,FEMWLT499,2
103071,FEMWLT559,1
103071,FEMWLT799,1
103071,KDGDR1380,1
103071,KDGJN175,1
103071,KDGJN1200,1
103071,KDGPT2200,1
103071,LYBLDS200,1
103071,MLEJNS512,1
103071,MLEJNS600,1
103071,MLEJNS800,1
103071,MLESHT150,2
103071,MLESR22998,3
103071,MLETSH192,2
103071,MLETSH208,1
103071,MLETSH240,5
103071,MLETSH260,5
103071,MLETSH280,1
103071,MLETSH340,3
103071,MLETSH699,1
103071,MLEWLT499,1
103071,NWBJN1150,1
103071,NWGJN1150,1
103798,FEMJNS200,1
103798,FEMJNS500,1
103798,FEMSKT100,1
103798,KDGDR2380,1
103798,MLEJNS740,1
103798,MLEOW21849,1
103798,MLESH2300,1
103798,MLETSH1298,1
104791,MLESR23298,1
104791,MLETSH1298,1
104899,FEMBAG1099,1
104899,FEMBAG1299,1
104899,FEMBAG1399,1
104899,FEMBAG1999,2
104899,FEMDRS100,1
104899,FEMJKT500,1
104899,FEMJNS100,2
104899,FEMJNS200,1
104899,FEMJNS576,1
104899,FEMKNT277,1
104899,FEMKNT340,1
104899,FEMPOL660,1
104899,FEMPOL999,1
104899,FEMPOL1998,1
104899,FEMSR2100,1
104899,FEMTSH100,5
104899,FEMTSH240,2
104899,FEMTSH280,1
104899,FEMTSH288,1
104899,FEMTSH320,1
104899,FEMTSH849,1
104899,FEMTSH1498,1
104899,FEMWLT479,1
104899,FEMWLT499,2
104899,FEMWLT500,1
104899,FEMWLT799,1
104899,MLEJNS800,1
104899,MLEPOL300,1
104899,MLEPOL480,1
104899,MLESHT400,2
104899,MLESR2300,1
104899,MLETSH280,1
104899,MLETSH320,1
104923,FEMSHT300,1
104923,FEMTSH150,1
104923,MLEEYE150,1
104962,FEMBAG999,1
104962,FEMJN1150,1
104962,FEMJN1200,1
104962,FEMJNS100,4
104962,FEMJNS200,1
104962,FEMJNS700,1
104962,FEMKNT100,5
104962,FEMSHO100,5
104962,FEMSHT100,4
104962,FEMSK2100,2
104962,FEMSKT100,1
104962,FEMTSH75,2
104962,FEMTSH100,2
104962,FEMTSH380,3
104962,MLEJNS200,4
104962,MLEJNS262,2
104962,MLEJNS300,1
104962,MLEJNS400,2
104962,MLEJNS542,1
104962,MLEJNS560,2
104962,MLEJNS600,3
104962,MLEJNS700,2
104962,MLEJNS740,1
104962,MLEJNS800,3
104962,MLEJNS880,2
104962,MLEJNS900,5
104962,MLEJNS940,1
104962,MLEJNS980,1
104962,MLETSH100,1
104962,MLETSH1298,1
104962,MLETSH1398,1
104962,NONMSC100,4
104962,NWGDR2260,1
201110,BBGDRS205,1
201110,FEMBAG1799,1
201110,FEMBAG3758,1
201110,FEMJEW150,1
201110,FEMJNS150,2
201110,FEMKNT100,1
201110,FEMSHT100,1
201110,FEMSHT150,2
201110,FEMSKT100,1
201110,FEMSKT300,1
201110,FEMSR2480,1
201110,MLEJNS1849,1
201110,MLEKNT400,1
201110,MLETSH100,1
201120001,BBGJNS272,1
201120001,BBGSK280,1
201120001,BBGTSH240,1
201120001,FEMKNT200,1
201120001,MLEJNS800,2
201120001,NONMSC100,5
201120001,NWBJN1320,1
201120001,NWBJN1360,1
201120001,NWGJN180,3
201120001,NWGJNS179,1
201120001,NWGJNS218,1
201238,BBBJNS100,1
201238,BBBSR1100,1
201238,FEMBAG100,1
201238,FEMBAG1039,1
201238,FEMBAG1087,1
201238,FEMBAG1099,1
201238,FEMBAG1199,1
201238,FEMBAG1279,1
201238,FEMBAG1299,1
201238,FEMBAG1439,1
201238,FEMBAG1599,1
201238,FEMBAG1699,2
201238,FEMBAG1899,1
201238,FEMBLT100,4
201238,FEMDRS300,1
201238,FEMJN1150,1
201238,FEMJNS50,5
201238,FEMJNS100,5
201238,FEMJNS150,5
201238,FEMJNS200,1
201238,FEMJNS300,2
201238,FEMJNS600,1
201238,FEMJNS660,1
201238,FEMJNS880,2
201238,FEMKNT150,1
201238,FEMOW1900,1
201238,FEMSHT100,4
201238,FEMSKT100,1
201238,FEMTSH100,5
201238,FEMTSH150,2
201238,FEMWLT479,1
201238,FEMWLT499,1
201238,FEMWLT699,1
201238,FEMWLT700,1
201238,KDBOW1512,1
201238,KDBPT280,1
201238,KDBSR1100,1
201238,KDBSR2400,1
201238,KDBTSH790,1
201238,KDGJKT200,1
201238,KDGJN180,2
201238,KDGJN1100,3
201238,KDGKNT300,1
201238,KDGTS1138,1
201238,KDGTSH158,1
201238,MLEBAG999,1
201238,MLEBLT100,5
201238,MLEBLT150,5
201238,MLEBLT300,1
201238,MLEJN1100,1
201238,MLEJNS100,4
201238,MLEJNS200,2
201238,MLEJNS300,2
201238,MLEJNS400,2
201238,MLEJNS500,3
201238,MLEJNS512,4
201238,MLEJNS592,2
201238,MLEJNS624,1
201238,MLEJNS640,2
201238,MLEJNS700,5
201238,MLEJNS720,2
201238,MLEJNS740,1
201238,MLEJNS780,5
201238,MLEJNS784,1
201238,MLEJNS800,2
201238,MLEJNS840,2
201238,MLEJNS860,1
201238,MLEJNS900,5
201238,MLEJNS940,2
201238,MLEJNS1000,1
201238,MLEOW1736,1
201238,MLEOW1980,2
201238,MLEOW11180,2
201238,MLESHT100,2
201238,MLESHT300,1
201238,MLETSH100,1
201238,MLETSH280,1
201238,MLETSH1498,1
201238,MLEWLT150,2
201238,MLEWLT300,1
201238,MLEWLT599,1
201238,NONMSC100,3
201248,FEMBAG1399,1
201248,FEMDRS75,2
201248,FEMJN1200,1
201248,FEMJNS75,1
201248,FEMJNS100,5
201248,FEMJNS200,1
201248,FEMKNT100,5
201248,FEMSHS75,3
201248,FEMSHT75,1
201248,FEMSHT100,2
201248,FEMSK2100,1
201248,FEMSR2100,1
201248,FEMTSH75,5
201248,FEMTSH100,2
201248,FEMTSH150,1
201248,MLEJNS100,1
201248,MLEJNS400,1
201248,MLETSH100,1
201248,MLETSH150,3
201248,MLETSH280,1
201248,MLETSH300,1
207170,FEMJNS3498,1
207170,FEMWLT599,1
207170,MLEJNS200,1
207170,MLEJNS410,1
207170,MLEJNS512,1
207170,MLEJNS640,1
207170,MLEJNS740,1
207170,MLEKNT2698,1
207170,MLESR22798,1
207170,MLESR22898,1
207170,MLETSH240,1
207170,MLETSH260,1
207170,MLETSH399,1
207170,MLETSH990,1
207170,MLETSH1298,2
207170,MLETSH1398,2
207188,BBBJNS440,2
207188,BBBJNS480,1
207188,BBBSR2272,2
207188,BBBSR2340,1
207188,BBBTS1199,1
207188,BBBTSH590,2
207188,BBGDR2300,3
207188,BBGKNT240,1
207188,BBGSH1200,1
207188,BBGTSH118,1
207188,BBGTSH120,1
207188,BBGTSH158,3
207188,BBGTSH178,1
207188,FEMBAG300,1
207188,FEMBAG700,1
207188,FEMBAG900,1
207188,FEMBAG1099,2
207188,FEMBAG1199,4
207188,FEMBAG1200,1
207188,FEMBAG1399,4
207188,FEMBAG1499,1
207188,FEMBAG1699,3
207188,FEMBAG1799,4
207188,FEMBAG4238,1
207188,FEMDRS150,1
207188,FEMDRS200,1
207188,FEMDRS300,1
207188,FEMEYE400,3
207188,FEMJEW75,5
207188,FEMJEW100,5
207188,FEMJEW599,1
207188,FEMJEW1498,1
207188,FEMJKT150,1
207188,FEMJKT250,1
207188,FEMJNS100,2
207188,FEMJNS150,5
207188,FEMJNS200,2
207188,FEMJNS380,1
207188,FEMJNS400,2
207188,FEMJNS415,1
207188,FEMJNS800,1
207188,FEMJNS1649,1
207188,FEMKNT75,1
207188,FEMKNT100,3
207188,FEMKNT150,1
207188,FEMKNT200,1
207188,FEMKNT340,1
207188,FEMOW22998,1
207188,FEMPNT700,1
207188,FEMSH2400,1
207188,FEMSHS150,1
207188,FEMSHS200,3
207188,FEMSHS300,3
207188,FEMSHS719,1
207188,FEMSHT100,1
207188,FEMSHT150,1
207188,FEMSHT218,1
207188,FEMSKT100,3
207188,FEMSKT150,1
207188,FEMSKT300,1
207188,FEMSR1150,1
207188,FEMSR2100,5
207188,FEMSR2150,3
207188,FEMSR2300,2
207188,FEMSR2384,2
207188,FEMSR2500,1
207188,FEMTSH100,5
207188,FEMTSH240,1
207188,FEMTSH300,3
207188,FEMTSH380,5
207188,FEMTSH1498,1
207188,FEMTSH1898,1
207188,FEMWCH1499,2
207188,FEMWCH2199,1
207188,FEMWLT300,5
207188,FEMWLT699,2
207188,FEMWLT799,1
207188,KDBSR2304,1
207188,KDBSR2340,1
207188,KDGJN150,1
207188,KDGJN180,1
207188,KDGJNS320,1
207188,KDGKNT150,1
207188,KDGTSH178,1
207188,KDGTSH198,1
207188,MLEBAG999,1
207188,MLEBAG1399,2
207188,MLEJKT150,1
207188,MLEJKT306,1
207188,MLEJN1200,1
207188,MLEJNS150,2
207188,MLEJNS200,2
207188,MLEJNS410,1
207188,MLEJNS500,1
207188,MLEJNS542,1
207188,MLEJNS549,1
207188,MLEJNS799,1
207188,MLEJNS800,3
207188,MLEJNS1499,1
207188,MLEJNS1849,1
207188,MLEKNT380,2
207188,MLEKNT500,1
207188,MLEKNT990,1
207188,MLEOW21749,1
207188,MLESH2300,1
207188,MLESHT100,4
207188,MLESHT150,5
207188,MLESHT200,1
207188,MLESHT680,1
207188,MLESR1680,1
207188,MLESR2300,2
207188,MLESR2328,2
207188,MLESR2348,1
207188,MLESR23298,1
207188,MLETSH100,1
207188,MLETSH150,1
207188,MLETSH280,1
207188,MLETSH380,1
207188,MLETSH400,1
207188,MLETSH799,1
207188,MLETSH1298,4
207188,MLETSH1398,1
207188,MLETSH2298,1
207188,MLEWLT300,1
207188,MLEWLT499,1
207188,MLEWLT799,1
207188,NWBJN1100,2
207188,NWGJN150,1
207188,NWGJN180,2
207188,NWGJN1120,2
207188,NWGJNS80,1
207188,NWGJNS179,1
207188,NWGSK1100,1
208184,BBBJN1150,1
208184,BBBSCK72,1
208184,BBBTS175,1
208184,BBBTSH48,1
208184,BBBTSH75,1
208184,BBBTSH120,1
208184,BBBTSH160,1
208184,BBGDR1400,1
208184,BBGDR2205,1
208184,BBGDR2380,1
208184,BBGDRS50,1
208184,BBGDRS75,1
208184,BBGJKT100,1
208184,BBGJN1120,1
208184,BBGPNT127,1
208184,BBGSCK50,1
208184,BBGSET50,4
208184,BBGSH2360,1
208184,BBGTS1100,1
52M9000095,KDGDR21198,1
52M9000095,BBBJNS1599,2
52M9000095,BBGJNS1699,1
52M9000095,FEMJNS1998,1
52M9000095,FEMJNS1999,1
52M9000095,FEMJNS2299,1
52M9000095,FEMJNS2399,1
52M9000095,KDBJNS1599,1
52M9000095,KDGJNS1799,2
52M9000095,BBBSH1699,1
52M9000095,BBBTSH239,1
52M9000095,BBBTSH279,1
52M9000095,BBBTSH499,1
52M9000095,BBBTSH531,1
52M9000095,BBBTSH590,1
52M9000095,BBBTSH595,1
52M9000095,BBBTSH690,1
52M9000095,BBBTSH790,1
52M9000095,BBGTSH399,1
52M9000095,BBGTSH499,1
52M9000095,BBGTSH599,1
52M9000095,FEMTSH599,1
52M9000095,FEMTSH698,1
52M9000095,FEMTSH798,1
52M9000095,FEMTSH799,1
52M9000095,KDBTSH399,1
52M9000095,KDBTSH599,1
52M9000095,KDBTSH690,1
52M9000095,KDBTSH711,1
52M9000095,KDBTSH790,2
52M9000095,KDBTSH795,1
52M9000095,KDBTSH890,1
52M9000095,KDGTSH399,1
52M9000095,KDGTSH599,1
52M9000095,KDGTSH690,1
52M9000095,KDGTSH790,1
52M9000095,MLETSH698,1
52M9000095,MLETSH798,1
